id,title,city,country,company,size_of_company,company_field,date_of_publication,number_of_applicants,type_of_employment,skills,vacancy
236,Data Analyst (m/w/d) im Controlling,Hamburg,Germany,Hapag-Lloyd AG,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-17,68.0,On-site,tableau,data analyst
236,Data Analyst (m/w/d) im Controlling,Hamburg,Germany,Hapag-Lloyd AG,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-17,68.0,On-site,vba,data analyst
236,Data Analyst (m/w/d) im Controlling,Hamburg,Germany,Hapag-Lloyd AG,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-17,68.0,On-site,etl,data analyst
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,azure,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,cognos,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,data warehouse,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,datastage,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,etl,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,informatica,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,oracle,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,power bi,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,qlik,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,redshift,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,sap,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,sql,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,ssis,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,tableau,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,talend,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,ssrs,другое
237,BI Consultant,Brussels,Belgium,Positive Thinking Company,"1,001-5,000",IT Services and IT Consulting,2023-05-16,78.0,Hybrid,alteryx,другое
238,Data Analyst (Mobile),Dublin,Ireland,Hostelworld Group,201-500,Travel Arrangements,2023-05-17,130.0,Hybrid,adobe analytics,data analyst
238,Data Analyst (Mobile),Dublin,Ireland,Hostelworld Group,201-500,Travel Arrangements,2023-05-17,130.0,Hybrid,segment,data analyst
238,Data Analyst (Mobile),Dublin,Ireland,Hostelworld Group,201-500,Travel Arrangements,2023-05-17,130.0,Hybrid,sql,data analyst
238,Data Analyst (Mobile),Dublin,Ireland,Hostelworld Group,201-500,Travel Arrangements,2023-05-17,130.0,Hybrid,statistics,data analyst
238,Data Analyst (Mobile),Dublin,Ireland,Hostelworld Group,201-500,Travel Arrangements,2023-05-17,130.0,Hybrid,tableau,data analyst
238,Data Analyst (Mobile),Dublin,Ireland,Hostelworld Group,201-500,Travel Arrangements,2023-05-17,130.0,Hybrid,анализ данных,data analyst
238,Data Analyst (Mobile),Dublin,Ireland,Hostelworld Group,201-500,Travel Arrangements,2023-05-17,130.0,Hybrid,google analytics,data analyst
239,Data Analyst (m/f/x),Berlin,Germany,Evolution Germany,11-50,Staffing and Recruiting,2023-05-02,329.0,Hybrid,power bi,data analyst
239,Data Analyst (m/f/x),Berlin,Germany,Evolution Germany,11-50,Staffing and Recruiting,2023-05-02,329.0,Hybrid,аналитические навыки,data analyst
239,Data Analyst (m/f/x),Berlin,Germany,Evolution Germany,11-50,Staffing and Recruiting,2023-05-02,329.0,Hybrid,cross-team collaboration,data analyst
240,Data Analyst - Scores & Etudes,Villeneuve-d’Ascq,France,Creatis,201-500,Banking,2023-05-16,118.0,On-site,sas,data analyst
240,Data Analyst - Scores & Etudes,Villeneuve-d’Ascq,France,Creatis,201-500,Banking,2023-05-16,118.0,On-site,high level of accuracy,data analyst
240,Data Analyst - Scores & Etudes,Villeneuve-d’Ascq,France,Creatis,201-500,Banking,2023-05-16,118.0,On-site,статистика,data analyst
241,Data Analyst,London,United Kingdom,First Recruitment Group,51-200,Staffing and Recruiting,2023-05-02,,On-site,api,data analyst
241,Data Analyst,London,United Kingdom,First Recruitment Group,51-200,Staffing and Recruiting,2023-05-02,,On-site,dashboard,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,azure,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,azure data factory,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,data factory,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,data warehouse,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,elt,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,etl,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,html,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,microsoft sql,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,microsoft sql server,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,powerbi,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,python,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,sql,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,statistics,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,tableau,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,визуализация данных,data analyst
242,"Data Analyst, Metrics & Reporting",Warsaw,Poland,PwC Polska,"5,001-10,000",Business Consulting and Services,2023-05-16,46.0,Remote,data analytics,data analyst
243,Alternance - Data Analyst - Data ETL & Visualisation (h/f/d),Toulouse,France,Vitesco Technologies,"10,001+",Motor Vehicle Manufacturing,2023-05-16,71.0,On-site,aws,data analyst
243,Alternance - Data Analyst - Data ETL & Visualisation (h/f/d),Toulouse,France,Vitesco Technologies,"10,001+",Motor Vehicle Manufacturing,2023-05-16,71.0,On-site,metabase,data analyst
243,Alternance - Data Analyst - Data ETL & Visualisation (h/f/d),Toulouse,France,Vitesco Technologies,"10,001+",Motor Vehicle Manufacturing,2023-05-16,71.0,On-site,powerbi,data analyst
243,Alternance - Data Analyst - Data ETL & Visualisation (h/f/d),Toulouse,France,Vitesco Technologies,"10,001+",Motor Vehicle Manufacturing,2023-05-16,71.0,On-site,python,data analyst
243,Alternance - Data Analyst - Data ETL & Visualisation (h/f/d),Toulouse,France,Vitesco Technologies,"10,001+",Motor Vehicle Manufacturing,2023-05-16,71.0,On-site,sql,data analyst
243,Alternance - Data Analyst - Data ETL & Visualisation (h/f/d),Toulouse,France,Vitesco Technologies,"10,001+",Motor Vehicle Manufacturing,2023-05-16,71.0,On-site,социальные навыки,data analyst
243,Alternance - Data Analyst - Data ETL & Visualisation (h/f/d),Toulouse,France,Vitesco Technologies,"10,001+",Motor Vehicle Manufacturing,2023-05-16,71.0,On-site,visualization,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,airflow,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,excel,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,hadoop,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,hive,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,power bi,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,python,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,sas,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,spark,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,sql,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,tableau,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,большие массивы данных,data analyst
244,Data Analyst F/H,Meudon,France,Bouygues Telecom,"5,001-10,000",Telecommunications,2023-05-09,138.0,On-site,анализ данных,data analyst
245,"Data & Analytics Analyst - BARI, ROMA",Rome,Italy,Accenture Italia,"10,001+",IT Services and IT Consulting,2023-05-16,168.0,Hybrid,informatica,data analyst
245,"Data & Analytics Analyst - BARI, ROMA",Rome,Italy,Accenture Italia,"10,001+",IT Services and IT Consulting,2023-05-16,168.0,Hybrid,аналитика,data analyst
245,"Data & Analytics Analyst - BARI, ROMA",Rome,Italy,Accenture Italia,"10,001+",IT Services and IT Consulting,2023-05-16,168.0,Hybrid,аналитические навыки,data analyst
246,Customer Data Platform Analyst,Padua,Italy,Vertiv,"10,001+","Appliances, Electrical, and Electronics Manufacturing",2023-05-02,11.0,,business analysis,data analyst
246,Customer Data Platform Analyst,Padua,Italy,Vertiv,"10,001+","Appliances, Electrical, and Electronics Manufacturing",2023-05-02,11.0,,управление проектами,data analyst
247,Data analyst,Rotterdam,Netherlands,Eneco,"1,001-5,000",Renewable Energy Semiconductor Manufacturing,2023-05-09,174.0,Hybrid,airflow,data analyst
247,Data analyst,Rotterdam,Netherlands,Eneco,"1,001-5,000",Renewable Energy Semiconductor Manufacturing,2023-05-09,174.0,Hybrid,azure,data analyst
247,Data analyst,Rotterdam,Netherlands,Eneco,"1,001-5,000",Renewable Energy Semiconductor Manufacturing,2023-05-09,174.0,Hybrid,docker,data analyst
247,Data analyst,Rotterdam,Netherlands,Eneco,"1,001-5,000",Renewable Energy Semiconductor Manufacturing,2023-05-09,174.0,Hybrid,python,data analyst
247,Data analyst,Rotterdam,Netherlands,Eneco,"1,001-5,000",Renewable Energy Semiconductor Manufacturing,2023-05-09,174.0,Hybrid,sql,data analyst
247,Data analyst,Rotterdam,Netherlands,Eneco,"1,001-5,000",Renewable Energy Semiconductor Manufacturing,2023-05-09,174.0,Hybrid,наука о данных,data analyst
247,Data analyst,Rotterdam,Netherlands,Eneco,"1,001-5,000",Renewable Energy Semiconductor Manufacturing,2023-05-09,174.0,Hybrid,аналитические навыки,data analyst
248,CDI - Data Analyst F/H,Levallois-Perret,France,Mediametrie,"501-1,000",Market Research,2023-05-02,104.0,On-site,excel,data analyst
248,CDI - Data Analyst F/H,Levallois-Perret,France,Mediametrie,"501-1,000",Market Research,2023-05-02,104.0,On-site,sas,data analyst
248,CDI - Data Analyst F/H,Levallois-Perret,France,Mediametrie,"501-1,000",Market Research,2023-05-02,104.0,On-site,python,data analyst
249,Analytics Consultant – McKinsey Digital,Copenhagen,Denmark,McKinsey & Company,"10,001+",Business Consulting and Services,2023-05-09,768.0,,python,analyst
249,Analytics Consultant – McKinsey Digital,Copenhagen,Denmark,McKinsey & Company,"10,001+",Business Consulting and Services,2023-05-09,768.0,,r,analyst
249,Analytics Consultant – McKinsey Digital,Copenhagen,Denmark,McKinsey & Company,"10,001+",Business Consulting and Services,2023-05-09,768.0,,решение задач,analyst
250,Senior Data Analyst (f/m/d) - onsite or remote / home office,,Germany,1&1 Mail & Media Applications SE - GMX | WEB.DE | mail.com,"501-1,000","Technology, Information and Internet",2023-05-09,175.0,Remote,data mining,data analyst
250,Senior Data Analyst (f/m/d) - onsite or remote / home office,,Germany,1&1 Mail & Media Applications SE - GMX | WEB.DE | mail.com,"501-1,000","Technology, Information and Internet",2023-05-09,175.0,Remote,python,data analyst
250,Senior Data Analyst (f/m/d) - onsite or remote / home office,,Germany,1&1 Mail & Media Applications SE - GMX | WEB.DE | mail.com,"501-1,000","Technology, Information and Internet",2023-05-09,175.0,Remote,statistics,data analyst
251,"Analytics Consultant, Power BI",Espoo,Finland,Enfo,"501-1,000",Information Technology & Services,2023-05-16,29.0,Hybrid,etl,analyst
251,"Analytics Consultant, Power BI",Espoo,Finland,Enfo,"501-1,000",Information Technology & Services,2023-05-16,29.0,Hybrid,power bi,analyst
251,"Analytics Consultant, Power BI",Espoo,Finland,Enfo,"501-1,000",Information Technology & Services,2023-05-16,29.0,Hybrid,управление материалами,analyst
251,"Analytics Consultant, Power BI",Espoo,Finland,Enfo,"501-1,000",Information Technology & Services,2023-05-16,29.0,Hybrid,визуализация данных,analyst
252,Senior Datenanalyst (m/w/d),Karlsruhe,Germany,"L-Bank, Staatsbank für Baden-Württemberg","1,001-5,000",Financial Services,2023-05-09,14.0,On-site,sql,data analyst
252,Senior Datenanalyst (m/w/d),Karlsruhe,Germany,"L-Bank, Staatsbank für Baden-Württemberg","1,001-5,000",Financial Services,2023-05-09,14.0,On-site,пфи,data analyst
252,Senior Datenanalyst (m/w/d),Karlsruhe,Germany,"L-Bank, Staatsbank für Baden-Württemberg","1,001-5,000",Financial Services,2023-05-09,14.0,On-site,компьютерная наука,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,excel,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,informatica,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,jupyter,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,kibana,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,powerbi,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,python,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,sql,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,организаторские навыки,data analyst
253,Data Analist,Limburg,Netherlands,Wonen Limburg,201-500,Real Estate,2023-05-16,25.0,On-site,high level of accuracy,data analyst
254,Data Analyst (m/w/d),Schwäbisch Gmund,Germany,ropa carrier solutions,51-200,Telecommunications,2023-05-16,8.0,Hybrid,etl,data analyst
254,Data Analyst (m/w/d),Schwäbisch Gmund,Germany,ropa carrier solutions,51-200,Telecommunications,2023-05-16,8.0,Hybrid,python,data analyst
254,Data Analyst (m/w/d),Schwäbisch Gmund,Germany,ropa carrier solutions,51-200,Telecommunications,2023-05-16,8.0,Hybrid,sql,data analyst
254,Data Analyst (m/w/d),Schwäbisch Gmund,Germany,ropa carrier solutions,51-200,Telecommunications,2023-05-16,8.0,Hybrid,управление данными,data analyst
254,Data Analyst (m/w/d),Schwäbisch Gmund,Germany,ropa carrier solutions,51-200,Telecommunications,2023-05-16,8.0,Hybrid,моделирование данных,data analyst
255,Business Intelligence Consultant,Sundsvall,Sweden,Inhouse AB,11-50,Staffing and Recruiting,2023-05-02,25.0,On-site,nosql,business analyst
255,Business Intelligence Consultant,Sundsvall,Sweden,Inhouse AB,11-50,Staffing and Recruiting,2023-05-02,25.0,On-site,python,business analyst
